8.46292	0.243462	8.46292	0.243462	1	1	1	0	8.6	0.25	-3.00029	0
8.44818	0.251553	8.45541	0.257518	0.997879	1.05065	1.00002	0.0212904	8.45	0.25	-3.00027	0
8.56759	0.241943	8.48119	0.281443	0.838767	1.30102	1.02043	1.28469	8.45	0.25	0	0
8.45582	0.253997	8.47583	0.294029	0.819436	1.34699	1.01997	0.149696	8.45	0.25	0	0
8.42544	0.254042	8.41809	0.329678	0.67799	2.10676	1.22205	31.379	8.35	0.25	-1.81979	0
8.23962	0.24916	8.35389	0.327625	0.638969	2.18644	1.22585	1.18465	8.25	0.25	-1.81978	0
7.93286	0.188391	8.16687	0.539838	2.66538	3.06912	1.50623	70.7008	8.05	0.2	-3.99976	-0.99994
7.84073	0.159858	7.99408	0.453458	2.59567	-3.04138	1.56073	6.35139	7.85	0.15	-3.99972	-0.99993
7.61269	0.155818	7.82003	0.433206	2.98961	-2.95456	1.54564	4.43256	7.7	0.15	-2.99982	0
7.54016	0.159641	7.64843	0.328848	3.03504	-2.75502	1.61675	2.46983	7.55	0.15	-2.99982	0
7.50815	0.0953827	7.53425	0.171823	2.82339	-2.46852	1.78644	2.92103	7.45	0.100001	-1.8165	-0.908239
7.3426	0.0345312	7.4061	0.0584405	2.85714	-2.35708	1.78983	0.256255	7.35	0.0500011	-1.81648	-0.90823
7.20598	0.00492725	7.24488	0.0522803	2.94031	-2.49667	1.51111	4.82259	7.2	9.49949e-07	-2.72851	-0.909507
7.05406	-0.0533413	7.10918	-0.0514897	2.96081	-2.41606	1.50531	0.165168	7.05	-0.0499992	-2.72849	-0.909499
6.74585	-0.143185	6.99974	-0.177446	2.91133	-2.29719	1.57199	1.29184	6.95	-0.15	-1.81898	-1.81898
6.84972	-0.258748	6.89142	-0.28827	2.89589	-2.22433	1.55923	0.149169	6.85	-0.25	-1.81896	-1.81897
6.66966	-0.346668	6.76856	-0.359975	2.93626	-2.24513	1.37246	2.45521	6.75	-0.349999	-2.00076	-2.00075
6.64329	-0.462604	6.67534	-0.473768	2.93561	-2.18176	1.36659	0.0622653	6.65	-0.449999	-2.00076	-2.00075
6.60862	-0.557035	6.62275	-0.611088	2.87837	-2.05627	1.49262	1.38293	6.6	-0.549999	-0.998836	-1.99769
6.56029	-0.650892	6.56275	-0.714696	2.81565	-1.99435	1.48159	0.254833	6.55	-0.65	-0.99884	-1.99769
6.40696	-0.842921	6.51283	-0.87073	2.82966	-1.88442	1.54316	0.455657	6.5	-0.85	-0.908747	-3.63498
6.45805	-1.05268	6.46849	-1.0299	2.85583	-1.79763	1.54379	0.0389947	6.45	-1.05	-0.908739	-3.63494
6.38626	-1.15695	6.36751	-1.08783	2.60939	-1.89495	1.1792	11.9942	6.35	-1.15	-1.81897	-1.81898
6.25499	-1.25007	6.31286	-1.2341	2.6426	-1.83628	1.16982	0.201603	6.25	-1.25	-1.81896	-1.81896
6.43125	-1.48148	6.37716	-1.46419	2.83612	-1.56921	1.55589	21.3577	6.3	-1.45	0.909739	-3.63894
6.36328	-1.65656	6.37911	-1.63037	2.86658	-1.48543	1.55235	0.0577208	6.35	-1.65	0.909727	-3.63891
6.3228	-1.81431	6.32687	-1.67852	2.40302	-1.54296	1.29608	13.3932	6.3	-1.8	-0.999494	-2.9985
6.24641	-1.95075	6.31279	-1.83955	2.51117	-1.49321	1.27157	1.0118	6.25	-1.95	-0.999489	-2.99847
6.31851	-2.10969	6.34937	-2.0226	2.77274	-1.3841	1.35724	3.78068	6.3	-2.1	0.999984	-2.99994
6.34644	-2.23829	6.37043	-2.17868	2.8259	-1.32509	1.34387	0.248869	6.35	-2.25	0.999979	-2.99994
6.32593	-2.40018	6.36626	-2.28755	2.51496	-1.3118	1.23337	5.75282	6.35	-2.4	0	-2.72613
6.34927	-2.55175	6.38981	-2.45509	2.59677	-1.26337	1.2065	0.668654	6.35	-2.55	0	-2.72611
6.43125	-2.71878	6.43618	-2.61357	2.68156	-1.20086	1.20387	0.385155	6.4	-2.7	0.909499	-2.72851
6.43257	-2.84245	6.4778	-2.77525	2.73556	-1.15384	1.17953	0.401632	6.45	-2.85	0.909503	-2.72851
6.46536	-3.00452	6.49816	-2.87619	2.47264	-1.13057	1.11724	3.82364	6.45	-3	0	-2.99754
6.44119	-3.14955	6.52528	-3.03148	2.55364	-1.11102	1.07277	1.27557	6.45	-3.15	0	-2.99754
6.52249	-3.32007	6.58459	-3.1832	2.64064	-1.06557	1.05848	0.643425	6.5	-3.3	0.910402	-2.7312
6.5453	-3.45745	6.62936	-3.35032	2.70667	-1.04485	1.01416	1.13308	6.55	-3.45	0.910402	-2.7312
6.6358	-3.59197	6.71314	-3.50993	2.87915	-0.994241	1.0147	1.11728	6.65	-3.6	1.81722	-2.72583
6.76011	-3.75457	6.78827	-3.67138	2.92589	-0.962371	0.986028	0.47663	6.75	-3.75	1.81721	-2.72581
6.83625	-3.92723	6.85468	-3.79345	2.74344	-0.928841	0.953786	1.81462	6.8	-3.9	0.907988	-2.72396
6.85997	-4.05805	6.92182	-3.95445	2.79371	-0.913548	0.910618	0.914491	6.85	-4.05	0.907976	-2.72393
6.86943	-4.18507	6.98764	-4.07223	2.64391	-0.885034	0.881032	1.47519	6.9	-4.2	0.909334	-2.72801
6.94332	-4.34473	7.04436	-4.23198	2.687	-0.884869	0.8264	1.4362	6.95	-4.35	0.90933	-2.72799
7.05156	-4.49706	7.09067	-4.32177	2.32508	-0.863932	0.788586	5.65346	7	-4.45	0.910054	-1.8201
7.04099	-4.55018	7.14073	-4.45802	2.35169	-0.863241	0.74121	1.14097	7.05	-4.55	0.910054	-1.8201
7.10252	-4.67934	7.21361	-4.56804	2.34821	-0.837782	0.723858	0.425093	7.1	-4.7	0.908302	-2.72489
7.14735	-4.86125	7.26016	-4.71983	2.38597	-0.855161	0.66046	2.02446	7.15	-4.85	0.908297	-2.72489
7.31379	-5.05204	7.37256	-4.86902	2.72067	-0.829155	0.655038	4.1643	7.25	-5	1.81907	-2.72861
7.30424	-5.15404	7.43011	-5.03108	2.74575	-0.851041	0.591117	1.92199	7.35	-5.15	1.81907	-2.72861
7.29446	-5.23429	7.50257	-5.1475	2.64617	-0.839906	0.565391	1.09436	7.4	-5.3	0.908194	-2.7246
7.44737	-5.45308	7.55651	-5.31464	2.67995	-0.870284	0.497248	1.96911	7.45	-5.45	0.90819	-2.72457
7.63082	-5.61863	7.6435	-5.43916	2.66775	-0.85682	0.481072	0.451718	7.55	-5.55	1.81974	-1.81974
7.64356	-5.66706	7.71195	-5.58549	2.68765	-0.86862	0.438945	0.72474	7.65	-5.65	1.81972	-1.81972
7.60376	-5.74774	7.78448	-5.69749	2.59705	-0.860438	0.419881	0.739775	7.7	-5.8	0.90983	-2.72951
7.7342	-5.95374	7.8369	-5.85296	2.61878	-0.889539	0.362829	1.32705	7.75	-5.95	0.909826	-2.72948
7.82165	-6.06822	7.95847	-6.00303	3.06282	-0.868102	0.375079	7.28393	7.85	-6.1	1.9986	-2.9979
7.95703	-6.24328	8.02738	-6.15792	3.08402	-0.889366	0.331065	0.788625	7.95	-6.25	1.99858	-2.99787
8.17338	-6.44684	8.11204	-6.28192	2.89764	-0.885264	0.310978	1.77514	8.05	-6.35	1.81738	-1.81739
8.15891	-6.45335	8.19733	-6.42136	2.90485	-0.886837	0.290407	0.163206	8.15	-6.45	1.81737	-1.81737
8.08628	-6.51855	8.27189	-6.53379	2.7605	-0.883112	0.27463	1.08326	8.2	-6.6	0.909293	-2.72787
8.25411	-6.74791	8.33473	-6.685	2.77365	-0.906033	0.232896	0.683924	8.25	-6.75	0.909293	-2.72787
8.25648	-6.78122	8.41969	-6.80601	2.7713	-0.899509	0.226212	0.310177	8.35	-6.85	1.81994	-1.81993
8.44494	-6.95805	8.49588	-6.93859	2.77186	-0.905287	0.206316	0.186934	8.45	-6.95	1.81993	-1.81993
8.39359	-7.01743	8.56547	-7.04262	2.70733	-0.903004	0.196611	0.460849	8.5	-7.1	1.00006	-3.00018
8.54925	-7.24433	8.61959	-7.18035	2.72185	-0.927163	0.159281	0.586399	8.55	-7.25	1.00006	-3.00018
8.64403	-7.39047	8.73071	-7.32573	3.06481	-0.914735	0.170589	4.2672	8.65	-7.4	1.99807	-2.99712
8.73559	-7.5421	8.79697	-7.47755	3.0813	-0.938129	0.135168	0.51627	8.75	-7.55	1.99808	-2.99712
8.87176	-7.71912	8.8521	-7.58502	2.68997	-0.951604	0.102851	5.92638	8.8	-7.65	0.909955	-1.8199
8.84538	-7.75497	8.91221	-7.72512	2.69457	-0.971155	0.0749017	0.340845	8.85	-7.75	0.909946	-1.81988
8.88333	-7.88636	8.99055	-7.84784	2.77967	-0.970006	0.0738267	0.379165	8.9	-7.9	0.999086	-2.9973
8.95966	-8.0381	9.03797	-7.98978	2.79122	-0.99858	0.038027	0.543571	8.95	-8.05	0.999095	-2.9973
8.8564	-8.01424	9.07277	-8.08422	2.43926	-1.01761	0.00632053	4.83972	9	-8.15	0.909309	-1.8186
9.05896	-8.24314	9.11986	-8.21592	2.44567	-1.04011	-0.0188695	0.281536	9.05	-8.25	0.909301	-1.81859
9.17781	-8.47056	9.19926	-8.34802	2.65268	-1.03748	-0.0102739	1.5929	9.1	-8.4	1.0004	-3.00119
9.15332	-8.54857	9.23396	-8.49176	2.6711	-1.07285	-0.0486775	0.623467	9.15	-8.55	1.00038	-3.00117
9.22922	-8.6898	9.27337	-8.60162	2.428	-1.09468	-0.0773397	2.37701	9.2	-8.65	0.909508	-1.819
9.24541	-8.76863	9.30952	-8.73893	2.43887	-1.1237	-0.104482	0.316028	9.25	-8.75	0.9095	-1.81899
9.37748	-9.00609	9.4448	-8.93767	3.28487	-1.08324	-0.0288086	27.0412	9.35	-8.95	1.99965	-3.99928
9.44703	-9.15328	9.49772	-9.10609	3.30608	-1.11089	-0.0577712	0.31566	9.45	-9.15	1.99964	-3.99928
9.50096	-9.25642	9.52544	-9.22399	2.94449	-1.14565	-0.107259	5.09128	9.5	-9.25	0.999584	-1.99917
9.54157	-9.35195	9.57505	-9.36016	2.9417	-1.15866	-0.115668	0.0672163	9.55	-9.35	0.999584	-1.99917
9.47534	-9.42627	9.60661	-9.47489	2.74633	-1.18097	-0.140689	1.63022	9.55	-9.5	0	-3.00023
9.54779	-9.64959	9.62671	-9.62316	2.76434	-1.21714	-0.172777	0.442286	9.55	-9.65	0	-3.0002
9.69942	-9.88416	9.68855	-9.77246	2.91792	-1.21751	-0.157966	0.963495	9.6	-9.8	0.999005	-2.997
9.64606	-9.9341	9.71326	-9.92331	2.92922	-1.24719	-0.181916	0.286593	9.65	-9.95	0.998995	-2.997
9.60087	-9.96395	9.72804	-10.0453	2.65562	-1.28241	-0.221988	3.1441	9.7	-10.05	0.909855	-1.81969
9.73801	-10.1396	9.76456	-10.1762	2.63804	-1.29388	-0.221045	0.109535	9.75	-10.15	0.909847	-1.81969
9.92627	-10.4745	9.80608	-10.3121	2.66784	-1.30304	-0.218531	0.4798	9.75	-10.3	0	-3.00065
9.75524	-10.4732	9.81632	-10.4558	2.68575	-1.33536	-0.241998	0.255874	9.75	-10.45	0	-3.00063
9.71825	-10.5087	9.85676	-10.6092	2.80538	-1.33949	-0.22508	1.02293	9.8	-10.6	0.90817	-2.72451
9.85048	-10.7526	9.88096	-10.7611	2.80541	-1.3592	-0.233064	0.0569789	9.85	-10.75	0.908161	-2.72448
